Coordonnees,Categorie,activities_name
"{""type"":""Point"",""coordinates"":[-4.0105194,5.3687444]}",Nettoyage a sec,Pressing Deschamps
"{""type"":""Point"",""coordinates"":[-4.0098767,5.3684725]}",Reparation de voitures,Vulgarisateur
"{""type"":""Point"",""coordinates"":[-4.006142,5.3692197]}",Nettoyage a sec,Clean Pressing
"{""type"":""Point"",""coordinates"":[-4.0570584,5.3427284]}",Nettoyage a sec,Immaculee Pressing
"{""type"":""Point"",""coordinates"":[-4.0832864,5.3373552]}",Reparation de voitures,Garage
"{""type"":""Point"",""coordinates"":[-4.0835197,5.3373419]}",Reparation de voitures,Garage Moderne
"{""type"":""Point"",""coordinates"":[-4.0836538,5.3372117]}",Nettoyage a sec,Pressing
"{""type"":""Point"",""coordinates"":[-4.0657682,5.3450939]}",Cybercafes,Electrzone Cyber
"{""type"":""Point"",""coordinates"":[-4.0641327,5.3517862]}",Nettoyage a sec,Pressing La Grace
"{""type"":""Point"",""coordinates"":[-4.0640771,5.349362]}",Nettoyage a sec,Les Laverie Haute Gamme
"{""type"":""Point"",""coordinates"":[-4.0721579,5.3585432]}",Nettoyage a sec,White Pressing
"{""type"":""Point"",""coordinates"":[-4.0843083,5.3441999]}",Nettoyage a sec,Pressing Asaba
"{""type"":""Point"",""coordinates"":[-4.0645186,5.3468047]}",Nettoyage a sec,Pressing Grace Divine
"{""type"":""Point"",""coordinates"":[-4.0764561,5.3473204]}",Produits de la mer,Le Grenier De La Palmeraie
"{""type"":""Point"",""coordinates"":[-4.077763,5.3478395]}",Produits de la mer,Poissonnerie Volaille Jack Frais
"{""type"":""Point"",""coordinates"":[-4.0801173,5.3447814]}",Nettoyage a sec,Super Pressing
"{""type"":""Point"",""coordinates"":[-4.0707786,5.3447076]}",Nettoyage a sec,Handiya Pressing
"{""type"":""Point"",""coordinates"":[-4.0708034,5.3529312]}",Nettoyage a sec,Yassine Pressing
"{""type"":""Point"",""coordinates"":[-4.0729101,5.3488181]}",Reparation de voitures,Garage Mgla
"{""type"":""Point"",""coordinates"":[-4.0728818,5.3485482]}",Nettoyage a sec,Pressing Amitie
"{""type"":""Point"",""coordinates"":[-4.0693945,5.3549434]}",Nettoyage a sec,Pressing De La Grace
"{""type"":""Point"",""coordinates"":[-3.9978188,5.3694058]}",Nettoyage a sec,Pressing Lavage Auto
"{""type"":""Point"",""coordinates"":[-3.9965082,5.3677633]}",Nettoyage a sec,Pressing Fraicheur
"{""type"":""Point"",""coordinates"":[-4.0805719,5.3430389]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-4.0809689,5.3454156]}",Nettoyage a sec,Blanchisserie
"{""type"":""Point"",""coordinates"":[-4.0760069,5.3390564]}",Nettoyage a sec,Pressing Ideal
"{""type"":""Point"",""coordinates"":[-4.0676001,5.3505315]}",Nettoyage a sec,Pressing Akwaba
"{""type"":""Point"",""coordinates"":[-4.0697466,5.3460439]}",Nettoyage a sec,Pressing L'Ocean Bleu
"{""type"":""Point"",""coordinates"":[-3.9967798,5.3708153]}",Produits de la mer,Poissonnerie Ac
"{""type"":""Point"",""coordinates"":[-4.0935458,5.3797225]}",Reparation de voitures,Garage
"{""type"":""Point"",""coordinates"":[-4.0688454,5.3519217]}",Nettoyage a sec,Pressing Les Anges
"{""type"":""Point"",""coordinates"":[-4.0661263,5.349314]}",Cybercafes,Keris Workspace :Digital
"{""type"":""Point"",""coordinates"":[-4.096283,5.3831097]}",Produits de la mer,Poisonnerie
"{""type"":""Point"",""coordinates"":[-4.0079471,5.3739204]}",Produits de la mer,Poisonnerie Soutra
"{""type"":""Point"",""coordinates"":[-4.0078204,5.3732584]}",Nettoyage a sec,Pressing Le Jardin D'Eden
"{""type"":""Point"",""coordinates"":[-4.0074483,5.3728629]}",Nettoyage a sec,City Pressing
"{""type"":""Point"",""coordinates"":[-4.0683109,5.3484467]}",Nettoyage a sec,Pressing Koty
"{""type"":""Point"",""coordinates"":[-4.0063107,5.3745553]}",Cybercafes,Cyber
"{""type"":""Point"",""coordinates"":[-4.0679247,5.3499883]}",Produits de la mer,Poissonnerie Al-Fattah
"{""type"":""Point"",""coordinates"":[-4.0101036,5.3730812]}",Nettoyage a sec,Mely Pressing
"{""type"":""Point"",""coordinates"":[-4.0062976,5.3733856]}",Cybercafes,Business Center Cyber Cafe
"{""type"":""Point"",""coordinates"":[-4.0076424,5.3747168]}",Nettoyage a sec,Ange Pressing
"{""type"":""Point"",""coordinates"":[-4.0783203,5.3719236]}",Nettoyage a sec,Star Pressing
"{""type"":""Point"",""coordinates"":[-4.0831174,5.3706351]}",Nettoyage a sec,Pressing
"{""type"":""Point"",""coordinates"":[-4.0847951,5.3775915]}",Produits de la mer,Poissonnerie Sakoura
"{""type"":""Point"",""coordinates"":[-4.007742,5.3747175]}",Reparation de voitures,Auto Scan Express
"{""type"":""Point"",""coordinates"":[-4.007514,5.3745172]}",Reparation de voitures,Auto Multi Service
"{""type"":""Point"",""coordinates"":[-4.0081543,5.3738977]}",Reparation de voitures,Aoc Service. Vitrage Auto Repartition Controle Entretien
"{""type"":""Point"",""coordinates"":[-4.0930637,5.3814189]}",Cybercafes,Cyber
"{""type"":""Point"",""coordinates"":[-4.0979959,5.3821228]}",Produits de la mer,Poissonnerie Ocean
"{""type"":""Point"",""coordinates"":[-4.0985642,5.3824162]}",Agences de telephonie,Mtn
"{""type"":""Point"",""coordinates"":[-4.0991181,5.3826906]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.097545,5.3811865]}",Lavage de voitures,Lavage Le Hambole
"{""type"":""Point"",""coordinates"":[-4.097722,5.3811745]}",Lavage de voitures,Shell Lavage
"{""type"":""Point"",""coordinates"":[-4.0982625,5.3810997]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0986286,5.38029]}",Agences de telephonie,Orange Cote D'Ivoire
"{""type"":""Point"",""coordinates"":[-4.0974163,5.3847522]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0968516,5.3845993]}",Commodites,Agence Orange - Cote D'Ivoire Telecom
"{""type"":""Point"",""coordinates"":[-4.0979594,5.3851928]}",Commodites,Boutique Mauritanienne - Chez Abdala
"{""type"":""Point"",""coordinates"":[-4.0959893,5.3782084]}",Commodites,Boutique Des Ivoiriens
"{""type"":""Point"",""coordinates"":[-4.0934372,5.387524]}",Lavage de voitures,Lavage Auto Taxi
"{""type"":""Point"",""coordinates"":[-4.0953362,5.3827587]}",Agences de telephonie,Agence Mtn Ci
"{""type"":""Point"",""coordinates"":[-4.0954763,5.3818955]}",Agences de telephonie,Agence Orange Ci
"{""type"":""Point"",""coordinates"":[-4.0594818,5.3427751]}",Mobiliers,Burolux Ci
"{""type"":""Point"",""coordinates"":[-4.0749058,5.3701344]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0727755,5.3692685]}",Toilettes,Toilettes
"{""type"":""Point"",""coordinates"":[-4.0727788,5.3681148]}",Commodites,Sidi
"{""type"":""Point"",""coordinates"":[-4.0734319,5.3669746]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0757742,5.3649691]}",Pneumatique,Auto Pneus Services
"{""type"":""Point"",""coordinates"":[-4.07552,5.3651406]}",Agences de telephonie,Orange
"{""type"":""Point"",""coordinates"":[-4.0753216,5.3657772]}",Bijouteries,Bijouterie De L'Espoir
"{""type"":""Point"",""coordinates"":[-4.0752585,5.3658944]}",Mobiliers,Brm
"{""type"":""Point"",""coordinates"":[-4.0752921,5.3664018]}",Pneumatique,Michelin
"{""type"":""Point"",""coordinates"":[-4.0644237,5.3573081]}",Lavage de voitures,Lavage Total Vallon
"{""type"":""Point"",""coordinates"":[-4.0650594,5.3568595]}",Commodites,Boutique Planete
"{""type"":""Point"",""coordinates"":[-4.0555979,5.3543559]}",Transfert d'argent,Western Union
"{""type"":""Point"",""coordinates"":[-4.0534495,5.3547578]}",Agences de telephonie,Flooz
"{""type"":""Point"",""coordinates"":[-4.0028186,5.3738918]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0029123,5.3733118]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0034394,5.3751251]}",Transfert d'argent,Western Union
"{""type"":""Point"",""coordinates"":[-4.0033676,5.3752149]}",Mobiliers,Fadco
"{""type"":""Point"",""coordinates"":[-4.0055546,5.3774393]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0562591,5.3453656]}",Bijouteries,Zino
"{""type"":""Point"",""coordinates"":[-4.0016604,5.3721759]}",Mobiliers,Phenicia
"{""type"":""Point"",""coordinates"":[-4.075276,5.3408764]}",Commodites,Boutique Ali
"{""type"":""Point"",""coordinates"":[-4.078799,5.3422283]}",Toilettes,Toilettes Sfa
"{""type"":""Point"",""coordinates"":[-4.0069024,5.3767523]}",Pneumatique,Cfao Equipment
"{""type"":""Point"",""coordinates"":[-4.0064602,5.3773165]}",Accessoires telephones,Cabine Ib
"{""type"":""Point"",""coordinates"":[-4.0824603,5.3906563]}",Mobiliers,Tapisserie
"{""type"":""Point"",""coordinates"":[-4.0031561,5.3730565]}",Pneumatique,Vulcanisateur De Pneus
"{""type"":""Point"",""coordinates"":[-4.0021231,5.373755]}",Commodites,Restaurant
"{""type"":""Point"",""coordinates"":[-4.0085983,5.3671214]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0042625,5.3745663]}",Mobiliers,Location De Baches Et De Chaises
"{""type"":""Point"",""coordinates"":[-4.0818688,5.345236]}",Pneumatique,Vulcanisateur De Pneus
"{""type"":""Point"",""coordinates"":[-4.08264,5.3454323]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0830906,5.3461968]}",Accessoires telephones,Ideal Soko
"{""type"":""Point"",""coordinates"":[-4.0950841,5.3422858]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0951092,5.3413554]}",Pneumatique,Vulcanisateur De Pneus
"{""type"":""Point"",""coordinates"":[-4.0690713,5.3404357]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0984234,5.3402234]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.099379,5.3354371]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.1003264,5.3343007]}",Commodites,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0990061,5.3332412]}",Agences de telephonie,Agence Mtn Maroc Lubafrique
"{""type"":""Point"",""coordinates"":[-4.0967618,5.3361121]}",Commodites,Bien Vu
"{""type"":""Point"",""coordinates"":[-4.0985468,5.3337112]}",Pneumatique,Vcl Pneus
"{""type"":""Point"",""coordinates"":[-4.0986675,5.3335082]}",Pneumatique,Dunlop West Africa
"{""type"":""Point"",""coordinates"":[-4.09795,5.3323692]}",Commodites,Yoyo Superette
"{""type"":""Point"",""coordinates"":[-4.1009903,5.3340931]}",Accessoires telephones,Techno Classe
"{""type"":""Point"",""coordinates"":[-4.0959437,5.3317189]}",Pneumatique,Rimco
"{""type"":""Point"",""coordinates"":[-4.104303,5.3480211]}",Mobiliers,New Buro
"{""type"":""Point"",""coordinates"":[-4.0838456,5.3452734]}",Transfert d'argent,Moneygram
"{""type"":""Point"",""coordinates"":[-4.0961965,5.3438006]}",Commodites,El Mounah
"{""type"":""Point"",""coordinates"":[-4.0961194,5.3437946]}",Commodites,Mess D'Agban
"{""type"":""Point"",""coordinates"":[-4.096051,5.3439288]}",Lavage de voitures,Lavage Ferrari
"{""type"":""Point"",""coordinates"":[-4.1002426,5.3420501]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.080692,5.3663183]}",Commodites,Superette Ahmed
"{""type"":""Point"",""coordinates"":[-4.0995318,5.3526668]}",Commodites,Boutique Lamsa
"{""type"":""Point"",""coordinates"":[-4.0973707,5.3580101]}",Accessoires vetements,Roi Des Draps & Vaiselles
"{""type"":""Point"",""coordinates"":[-4.0957224,5.3584618]}",Mobiliers,Meubles Trigone
"{""type"":""Point"",""coordinates"":[-4.095123,5.3573241]}",Commodites,Supermarche Faith Cash
"{""type"":""Point"",""coordinates"":[-4.097372,5.3573976]}",Commodites,Superette Du Chateau
"{""type"":""Point"",""coordinates"":[-4.0981056,5.3574737]}",Commodites,Superette Prix-Choco
"{""type"":""Point"",""coordinates"":[-4.1008723,5.3559729]}",Agences de telephonie,Orange
"{""type"":""Point"",""coordinates"":[-4.1014671,5.3547625]}",Accessoires telephones,The Phone Place
"{""type"":""Point"",""coordinates"":[-4.1018674,5.3547204]}",Bijouteries,Timebox
"{""type"":""Point"",""coordinates"":[-4.1019076,5.3543092]}",Cosmetiques,L'Occitane En Provence
"{""type"":""Point"",""coordinates"":[-4.1035699,5.3520419]}",Bijouteries,Brosway
"{""type"":""Point"",""coordinates"":[-4.102487,5.351226]}",Cosmetiques,Beauty Success
"{""type"":""Point"",""coordinates"":[-4.1020806,5.350945]}",Bijouteries,Assekeoro
"{""type"":""Point"",""coordinates"":[-4.1007797,5.3512581]}",Cosmetiques,Black Up
"{""type"":""Point"",""coordinates"":[-4.1006463,5.3512628]}",Agences de telephonie,Mtn Playce
"{""type"":""Point"",""coordinates"":[-4.1004123,5.3509977]}",Accessoires telephones,Huawei Point De Vente Chez Smart Store Connect
"{""type"":""Point"",""coordinates"":[-4.100655,5.3508128]}",Cosmetiques,Tendances De Chez Nous
"{""type"":""Point"",""coordinates"":[-4.1001142,5.3502062]}",Agences de telephonie,Mtn
"{""type"":""Point"",""coordinates"":[-4.1024132,5.3489548]}",Commodites,Sml Supermarche
"{""type"":""Point"",""coordinates"":[-4.1040252,5.3490349]}",Commodites,Cipradel Plus
"{""type"":""Point"",""coordinates"":[-4.1030576,5.34797]}",Cosmetiques,La Maison
"{""type"":""Point"",""coordinates"":[-4.1019787,5.3475915]}",Pneumatique,Gdci Sarl
"{""type"":""Point"",""coordinates"":[-4.104158,5.3481456]}",Cosmetiques,Acacia Riviera Faya Nouveau Camp
"{""type"":""Point"",""coordinates"":[-4.1044423,5.3495763]}",Lavage de voitures,Lavage Auto Prestige
"{""type"":""Point"",""coordinates"":[-4.1040131,5.3497766]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.1032408,5.351184]}",Lavage de voitures,Merveille Lavage
"{""type"":""Point"",""coordinates"":[-4.1032408,5.3520376]}",Bijouteries,Bijouterie Leboutou
"{""type"":""Point"",""coordinates"":[-4.1017789,5.3516453]}",Agences de telephonie,Espace Orange
"{""type"":""Point"",""coordinates"":[-4.100532,5.3541486]}",Accessoires telephones,Pdashop
"{""type"":""Point"",""coordinates"":[-4.0998115,5.3542598]}",Commodites,Supermarche No 2
"{""type"":""Point"",""coordinates"":[-4.0999134,5.355605]}",Commodites,Meygi
"{""type"":""Point"",""coordinates"":[-4.1021819,5.3557078]}",Lavage de voitures,Lavage Auto Ferrari
"{""type"":""Point"",""coordinates"":[-4.1014355,5.3576005]}",Commodites,Shop & Shop
"{""type"":""Point"",""coordinates"":[-4.0631081,5.3406507]}",Commodites,Les Fruits De L'Esprit
"{""type"":""Point"",""coordinates"":[-4.1014013,5.3692258]}",Commodites,Proxy Market 3
"{""type"":""Point"",""coordinates"":[-4.1024558,5.3692099]}",Agences de telephonie,Mtn
"{""type"":""Point"",""coordinates"":[-4.0986749,5.3367023]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0931086,5.3808137]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0932126,5.3797842]}",Toilettes,Toilette Publique
"{""type"":""Point"",""coordinates"":[-4.0943374,5.3781436]}",Mobiliers,Tapisserie
"{""type"":""Point"",""coordinates"":[-4.0959182,5.3667496]}",Lavage de voitures,Asko Lavage Professionnel
"{""type"":""Point"",""coordinates"":[-4.093519,5.365602]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.1008022,5.345671]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1036403,5.3471615]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0809743,5.3388294]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0823107,5.3394967]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.05182,5.3312062]}",Accessoires telephones,Vente De Telephone Portable
"{""type"":""Point"",""coordinates"":[-4.0996599,5.3661481]}",Accessoires telephones,Vente D'Accessoire De Portable
"{""type"":""Point"",""coordinates"":[-4.101048,5.3667129]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.1025312,5.3668077]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0682372,5.3401306]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1004217,5.3573482]}",Transfert d'argent,Moneygram
"{""type"":""Point"",""coordinates"":[-4.09933,5.3569049]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1008019,5.3556364]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0999838,5.3549728]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.1006657,5.3477744]}",Toilettes,Wc Public
"{""type"":""Point"",""coordinates"":[-4.1009367,5.3471962]}",Lavage de voitures,Lavage Des Princes
"{""type"":""Point"",""coordinates"":[-4.0808375,5.3375215]}",Toilettes,Wc Public
"{""type"":""Point"",""coordinates"":[-4.0931576,5.3460883]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0689942,5.3362049]}",Pneumatique,Vente De Pneu
"{""type"":""Point"",""coordinates"":[-4.1013497,5.3668471]}",Accessoires telephones,Vente De Telephone Chez Andrea.Com
"{""type"":""Point"",""coordinates"":[-4.0658399,5.3381951]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0628634,5.3535561]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0647228,5.3544827]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.071481,5.3526347]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0714907,5.352353]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1168106,5.3374407]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.1165974,5.3375048]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.112615,5.338561]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0996398,5.3620676]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0966183,5.3643365]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-4.0892556,5.352339]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0960453,5.3469352]}",Accessoires telephones,Vente De Telephone Chez Maissah
"{""type"":""Point"",""coordinates"":[-4.0947166,5.3463169]}",Accessoires vetements,Magasin De Tissus
"{""type"":""Point"",""coordinates"":[-4.1037389,5.3531495]}",Accessoires telephones,Debloc Pro Gsm Reparateur De Portable
"{""type"":""Point"",""coordinates"":[-4.1059054,5.3683719]}",Toilettes,Toilette Publique
"{""type"":""Point"",""coordinates"":[-4.0944833,5.3653129]}",Cosmetiques,Boutique De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0935163,5.3654344]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.1014396,5.3526708]}",Cosmetiques,Boutique De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1009936,5.3517041]}",Accessoires telephones,Sir Telecom Plus
"{""type"":""Point"",""coordinates"":[-4.0999583,5.3537056]}",Pneumatique,Vente De Pneus
"{""type"":""Point"",""coordinates"":[-4.0999305,5.3525914]}",Accessoires telephones,Vente D'Accesoir De Portable Bon Frere Batterie
"{""type"":""Point"",""coordinates"":[-4.0994769,5.3654544]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0965613,5.3667362]}",Accessoires telephones,Magasin Portable Techno Itel
"{""type"":""Point"",""coordinates"":[-4.0967819,5.3503742]}",Accessoires telephones,Vente D'Accesoir De Portable
"{""type"":""Point"",""coordinates"":[-4.0988284,5.3463006]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0959786,5.3567527]}",Commodites,Epicerie Venise
"{""type"":""Point"",""coordinates"":[-4.0859029,5.357893]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0632704,5.3377404]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1047206,5.3408744]}",Pneumatique,Autos Pneus
"{""type"":""Point"",""coordinates"":[-4.0978984,5.3533438]}",Toilettes,Toilette Publique
"{""type"":""Point"",""coordinates"":[-4.0981545,5.3506158]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.097659,5.350517]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0956379,5.3511726]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-4.0984489,5.3512167]}",Commodites,Superette Maman Choco
"{""type"":""Point"",""coordinates"":[-4.0966726,5.3510765]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-4.0967152,5.3567817]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0984449,5.3512775]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0958451,5.3521854]}",Accessoires telephones,Vente De Telephones
"{""type"":""Point"",""coordinates"":[-4.0988606,5.3554848]}",Accessoires telephones,Vente D'Accesoires De Telephone
"{""type"":""Point"",""coordinates"":[-3.9534775,5.291519]}",Pneumatique,V.I.I Pneus Services
"{""type"":""Point"",""coordinates"":[-3.9551452,5.2978514]}",Lavage de voitures,Lavage Auto Fkm
"{""type"":""Point"",""coordinates"":[-3.9506129,5.2978961]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9481473,5.2984944]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.035883,5.4376666]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9496111,5.2833457]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0466452,5.4379278]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0429392,5.4376786]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0419227,5.4377394]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0621928,5.441575]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0658788,5.44287]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0430177,5.436913]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0451541,5.4367681]}",Accessoires telephones,Boutique Infinix
"{""type"":""Point"",""coordinates"":[-4.0448812,5.437443]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-3.9510521,5.299357]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0504833,5.4393538]}",Cosmetiques,Magasin De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0517758,5.4421952]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-4.0514982,5.4384169]}",Transfert d'argent,Moneygram
"{""type"":""Point"",""coordinates"":[-4.0420776,5.435152]}",Accessoires telephones,Magasin Infinix
"{""type"":""Point"",""coordinates"":[-4.0688661,5.4317676]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0667432,5.4302182]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0374746,5.4352541]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0350302,5.4348117]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0356812,5.4323343]}",Toilettes,Toilettes Publiques
"{""type"":""Point"",""coordinates"":[-4.0358076,5.4344721]}",Accessoires telephones,Vente De Portables
"{""type"":""Point"",""coordinates"":[-3.9679447,5.3019109]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-3.9685656,5.3018969]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-3.9690558,5.3027496]}",Commodites,Superette Aziz
"{""type"":""Point"",""coordinates"":[-3.968805,5.3031862]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-3.967563,5.2968063]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-4.0515237,5.4291101]}",Accessoires vetements,Mercerie Grace Divine
"{""type"":""Point"",""coordinates"":[-4.0392888,5.4256415]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0335435,5.4295218]}",Lavage de voitures,Lavage Auto Des Princes
"{""type"":""Point"",""coordinates"":[-3.9671165,5.3023382]}",Pneumatique,Vente De Pneu
"{""type"":""Point"",""coordinates"":[-4.0269452,5.431352]}",Pneumatique,Vente De Pneu
"{""type"":""Point"",""coordinates"":[-4.049276,5.4239967]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0262941,5.4278299]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.023042,5.4270863]}",Accessoires telephones,Chez Yoro
"{""type"":""Point"",""coordinates"":[-4.0461807,5.4221863]}",Mobiliers,Meuble A Croquer
"{""type"":""Point"",""coordinates"":[-3.9664232,5.2997263]}",Cosmetiques,Magasin De Beaute
"{""type"":""Point"",""coordinates"":[-3.9662308,5.3023022]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.9665084,5.2981161]}",Accessoires telephones,Itel
"{""type"":""Point"",""coordinates"":[-4.0693932,5.4321167]}",Cosmetiques,Produits Cosmetiques Homme
"{""type"":""Point"",""coordinates"":[-4.0692095,5.4424535]}",Cosmetiques,Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9640796,5.3027983]}",Cosmetiques,Cosmetique Chez Amadou
"{""type"":""Point"",""coordinates"":[-4.0606458,5.4499111]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0553783,5.4497052]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0644781,5.4544035]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0685496,5.437728]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0698619,5.4287476]}",Accessoires vetements,Vente De Pagnes
"{""type"":""Point"",""coordinates"":[-4.0700215,5.428494]}",Accessoires telephones,Vente D'Accessoires De Telephone Mobile
"{""type"":""Point"",""coordinates"":[-4.0709898,5.4290974]}",Commodites,Superette De Wassakara
"{""type"":""Point"",""coordinates"":[-3.9624519,5.2945861]}",Accessoires telephones,Vente De Portable
"{""type"":""Point"",""coordinates"":[-3.9601851,5.3018792]}",Commodites,Petit Centre Commercial
"{""type"":""Point"",""coordinates"":[-3.9586911,5.29784]}",Commodites,Superette De Soni
"{""type"":""Point"",""coordinates"":[-3.9584943,5.2955876]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.960347,5.2969537]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0265563,5.4309972]}",Cosmetiques,Produit De Beaute
