Coordonnees,Categorie,activities_name
"{""type"":""Point"",""coordinates"":[-4.0145054,5.4229586]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-3.9885771,5.3853453]}",Coiffeurs(ses),Coiffure Homme Magicien
"{""type"":""Point"",""coordinates"":[-3.9783549,5.2765854]}",Accessoires de beaute,Salon De Coiffure Femme
"{""type"":""Point"",""coordinates"":[-4.0626776,5.3484193]}",Coiffeurs(ses),Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0610616,5.3510071]}",Coiffeurs(ses),Barbier/Circoncision
"{""type"":""Point"",""coordinates"":[-4.0610106,5.3508649]}",Accessoires de beaute,Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0609751,5.3508415]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0601594,5.3508428]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0602618,5.3507121]}",Accessoires de beaute,Institut De Beaute 6K'S
"{""type"":""Point"",""coordinates"":[-4.0602871,5.3506606]}",Accessoires de beaute,Eden Coiffure
"{""type"":""Point"",""coordinates"":[-4.0583391,5.3413437]}",Coiffeurs(ses),Simc Coiffure
"{""type"":""Point"",""coordinates"":[-4.0744753,5.3542651]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0749453,5.3523156]}",Accessoires de beaute,Magasin De Beaute
"{""type"":""Point"",""coordinates"":[-4.0604581,5.3427511]}",Accessoires de beaute,Prestige Coiffure
"{""type"":""Point"",""coordinates"":[-4.0787052,5.3545575]}",Accessoires de beaute,Grace
"{""type"":""Point"",""coordinates"":[-4.0780856,5.3543479]}",Accessoires de beaute,Ode Coiffure
"{""type"":""Point"",""coordinates"":[-4.0787179,5.3538211]}",Coiffeurs(ses),Coiffeur Homme
"{""type"":""Point"",""coordinates"":[-4.0606888,5.3409839]}",Accessoires de beaute,Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0783283,5.3549247]}",Accessoires de beaute,Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.078282,5.3549234]}",Coiffeurs(ses),Coiffeur Traditionnel
"{""type"":""Point"",""coordinates"":[-4.0750869,5.3536943]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0751606,5.3531745]}",Accessoires de beaute,Salon De Coiffure Dame Calins Beaute
"{""type"":""Point"",""coordinates"":[-4.078899,5.3537824]}",Coiffeurs(ses),Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0786891,5.3540688]}",Accessoires de beaute,Vente De Meches
"{""type"":""Point"",""coordinates"":[-4.0603092,5.3404117]}",Coiffeurs(ses),Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0559091,5.3533651]}",Coiffeurs(ses),Salon De Coiffure Univers Des Meches
"{""type"":""Point"",""coordinates"":[-4.056062,5.3532944]}",Coiffeurs(ses),Salon De Coiffure Sino
"{""type"":""Point"",""coordinates"":[-4.0492409,5.3491529]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0004862,5.37106]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0009164,5.3677049]}",Coiffeurs(ses),Coiffure
"{""type"":""Point"",""coordinates"":[-4.0012959,5.3678939]}",Coiffeurs(ses),Elo Coiffure
"{""type"":""Point"",""coordinates"":[-4.0013114,5.3680307]}",Accessoires de beaute,Esthetique Miracle
"{""type"":""Point"",""coordinates"":[-4.0018136,5.3661227]}",Accessoires de beaute,Magasin De Meches
"{""type"":""Point"",""coordinates"":[-4.0005536,5.3664258]}",Coiffeurs(ses),Coiffure Maitre Yapo
"{""type"":""Point"",""coordinates"":[-4.0008215,5.3663847]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0012236,5.366361]}",Accessoires de beaute,Vivi Coiffure
"{""type"":""Point"",""coordinates"":[-4.0070042,5.3680624]}",Accessoires de beaute,Salon De Coiffure Dame Chez Bebe
"{""type"":""Point"",""coordinates"":[-4.0070283,5.3680634]}",Accessoires de beaute,Salon De Coiffure Dame La Nouvelle Jerusalem
"{""type"":""Point"",""coordinates"":[-4.0071884,5.3680528]}",Accessoires de beaute,Coiffure Damme: Belle Dame
"{""type"":""Point"",""coordinates"":[-4.0074838,5.3680521]}",Accessoires de beaute,Onglerie
"{""type"":""Point"",""coordinates"":[-4.0093694,5.3675454]}",Coiffeurs(ses),Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0008634,5.3682697]}",Coiffeurs(ses),Dezy Coiffure
"{""type"":""Point"",""coordinates"":[-4.000551,5.3678191]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0012765,5.3675227]}",Coiffeurs(ses),Christ Coiffure
"{""type"":""Point"",""coordinates"":[-4.0747707,5.3531535]}",Coiffeurs(ses),Beni Coiffure
"{""type"":""Point"",""coordinates"":[-4.082365,5.350752]}",Accessoires de beaute,Coiffure Damme
"{""type"":""Point"",""coordinates"":[-4.0794267,5.3487411]}",Accessoires de beaute,Salon De Coiffure Dame Vidia Et Fat
"{""type"":""Point"",""coordinates"":[-4.0832877,5.3476769]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0005811,5.3654047]}",Accessoires de beaute,Salon De Coiffure Dame Prestige
"{""type"":""Point"",""coordinates"":[-4.0000972,5.3676277]}",Accessoires de beaute,Beni Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0001872,5.3676482]}",Accessoires de beaute,Ventede Meches Et Chaussures
"{""type"":""Point"",""coordinates"":[-4.000554,5.3676619]}",Accessoires de beaute,Alliman Tresse
"{""type"":""Point"",""coordinates"":[-4.0064964,5.3671274]}",Coiffeurs(ses),Coiffeur Traditionnel
"{""type"":""Point"",""coordinates"":[-4.006779,5.3674432]}",Accessoires de beaute,Salon De Coiffurechez Lolo
"{""type"":""Point"",""coordinates"":[-4.0067341,5.36754]}",Accessoires de beaute,Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.007695,5.3679032]}",Coiffeurs(ses),Salon De Coiffure Dame: La Richesse Eternelle
"{""type"":""Point"",""coordinates"":[-4.0086294,5.3670584]}",Accessoires de beaute,Salon De Coiffure Femme
"{""type"":""Point"",""coordinates"":[-4.0109915,5.3662836]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0112188,5.3660559]}",Accessoires de beaute,Elite Coifffure
"{""type"":""Point"",""coordinates"":[-4.0810373,5.3609587]}",Accessoires de beaute,Onglerie
"{""type"":""Point"",""coordinates"":[-4.0821498,5.361436]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0110552,5.3665243]}",Accessoires de beaute,Lydia Providence Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0076637,5.3665461]}",Accessoires de beaute,Onglerie Beauty
"{""type"":""Point"",""coordinates"":[-4.0078855,5.3665366]}",Accessoires de beaute,Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0724147,5.3482891]}",Accessoires de beaute,Salon De Coiffure Femme
"{""type"":""Point"",""coordinates"":[-4.0751559,5.3534926]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.0545203,5.3539567]}",Accessoires de beaute,Institut De Beaute
"{""type"":""Point"",""coordinates"":[-4.0533683,5.3546016]}",Accessoires de beaute,Charmebeaute
"{""type"":""Point"",""coordinates"":[-4.052799,5.3550523]}",Accessoires de beaute,Magasin De Beaute La Foire Des Meches
"{""type"":""Point"",""coordinates"":[-4.0532208,5.3541402]}",Accessoires de beaute,Vente De Meches
"{""type"":""Point"",""coordinates"":[-4.0551889,5.3530453]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.0062393,5.3677463]}",Coiffeurs(ses),Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0057826,5.3683392]}",Accessoires de beaute,Couloir Coiffure
"{""type"":""Point"",""coordinates"":[-4.0012594,5.3678955]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.0113272,5.3665929]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.0115098,5.3663757]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0616705,5.3499816]}",Accessoires de beaute,Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0646826,5.3549648]}",Accessoires de beaute,Lea Coiffure
"{""type"":""Point"",""coordinates"":[-4.0628627,5.3535801]}",Accessoires de beaute,Institut De Beaute: Shine
"{""type"":""Point"",""coordinates"":[-4.0792631,5.3513663]}",Accessoires de beaute,Salon De Coiffure Dames: Jeanny Coiffure
"{""type"":""Point"",""coordinates"":[-4.0642172,5.3436724]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0796211,5.3543564]}",Accessoires de beaute,Salon De Manicure
"{""type"":""Point"",""coordinates"":[-4.0599123,5.3553266]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0625395,5.3547965]}",Coiffeurs(ses),Bethesda Coiffure
"{""type"":""Point"",""coordinates"":[-4.0603213,5.3520366]}",Coiffeurs(ses),Alex Coiffure
"{""type"":""Point"",""coordinates"":[-4.0652941,5.3512594]}",Accessoires de beaute,Heaven Coiffure
"{""type"":""Point"",""coordinates"":[-4.0807222,5.3619199]}",Coiffeurs(ses),Salon De Coiffure Homme Et Dame
"{""type"":""Point"",""coordinates"":[-4.0642387,5.3511312]}",Coiffeurs(ses),Christophe Coiffure: Grace A Dieu
"{""type"":""Point"",""coordinates"":[-4.007396,5.368952]}",Accessoires de beaute,Nouvelle Esthetique Chez Pauline
"{""type"":""Point"",""coordinates"":[-4.0084755,5.3689033]}",Accessoires de beaute,Cana Coiffure
"{""type"":""Point"",""coordinates"":[-3.9999233,5.3716462]}",Accessoires de beaute,Le Mosaique
"{""type"":""Point"",""coordinates"":[-4.0005315,5.371768]}",Accessoires de beaute,Salon De Beaute Sandy
"{""type"":""Point"",""coordinates"":[-4.0010478,5.3709984]}",Accessoires de beaute,Estheticienne
"{""type"":""Point"",""coordinates"":[-4.0049786,5.3690018]}",Coiffeurs(ses),Salon Consty Coiffure
"{""type"":""Point"",""coordinates"":[-4.0584531,5.3446031]}",Coiffeurs(ses),Coiffure Dame Homme
"{""type"":""Point"",""coordinates"":[-4.081844,5.3398936]}",Accessoires de beaute,Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0658869,5.3566552]}",Accessoires de beaute,Salon De Beaute Kandy Shop
"{""type"":""Point"",""coordinates"":[-4.0605882,5.3534306]}",Accessoires de beaute,Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0607089,5.3535814]}",Accessoires de beaute,Salon De Beaute
"{""type"":""Point"",""coordinates"":[-4.0099159,5.369157]}",Accessoires de beaute,Coiffure Dame Espoir Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0105442,5.3691236]}",Accessoires de beaute,Maquis
"{""type"":""Point"",""coordinates"":[-4.0056093,5.3694017]}",Accessoires de beaute,Salon De Coiffure Dame Karman
"{""type"":""Point"",""coordinates"":[-4.0625086,5.3418618]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.0827553,5.3360319]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.0844572,5.335825]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0686905,5.3512775]}",Coiffeurs(ses),Salon Homme
"{""type"":""Point"",""coordinates"":[-4.0646427,5.3493877]}",Accessoires de beaute,Heis: Fashion Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0846275,5.3442279]}",Coiffeurs(ses),Salon Homme
"{""type"":""Point"",""coordinates"":[-4.0843646,5.3416482]}",Coiffeurs(ses),Coiffure Homme Et Dame
"{""type"":""Point"",""coordinates"":[-4.0758654,5.3433887]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0765507,5.3433854]}",Coiffeurs(ses),Douhaou Coiffure
"{""type"":""Point"",""coordinates"":[-4.0789923,5.3479636]}",Accessoires de beaute,Christ Coiffure
"{""type"":""Point"",""coordinates"":[-3.9978941,5.369388]}",Accessoires de beaute,Avera Coiffure
"{""type"":""Point"",""coordinates"":[-3.997919,5.3687945]}",Accessoires de beaute,Glass Coiffure
"{""type"":""Point"",""coordinates"":[-3.9968643,5.3685802]}",Coiffeurs(ses),Americo
"{""type"":""Point"",""coordinates"":[-4.0809864,5.3478104]}",Accessoires de beaute,Pedicure Manicure
"{""type"":""Point"",""coordinates"":[-4.0742703,5.3422667]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0745575,5.3418878]}",Accessoires de beaute,Zara Coiffure
"{""type"":""Point"",""coordinates"":[-4.0747388,5.3407942]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0784631,5.3385763]}",Accessoires de beaute,Betheleem Coiffure
"{""type"":""Point"",""coordinates"":[-4.0767726,5.3387185]}",Coiffeurs(ses),Salon De Coiffure Homme Sol Beni
"{""type"":""Point"",""coordinates"":[-4.076896,5.3390297]}",Coiffeurs(ses),Salon De Coiffure Homme Jesus Est Roi
"{""type"":""Point"",""coordinates"":[-4.0759391,5.3394049]}",Accessoires de beaute,Vente De Meches
"{""type"":""Point"",""coordinates"":[-4.0784658,5.3366922]}",Accessoires de beaute,Vente De Meches Beni Beni
"{""type"":""Point"",""coordinates"":[-4.075567,5.3373085]}",Coiffeurs(ses),Nazareth Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0753216,5.337188]}",Coiffeurs(ses),Brick Coiffure
"{""type"":""Point"",""coordinates"":[-4.0713804,5.348663]}",Accessoires de beaute,Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0945081,5.3765788]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0954368,5.3747275]}",Accessoires de beaute,Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0949781,5.3804342]}",Accessoires de beaute,Salon D'Esthetique
"{""type"":""Point"",""coordinates"":[-4.0957439,5.3805717]}",Accessoires de beaute,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-4.007001,5.3735786]}",Coiffeurs(ses),Star Benito Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0068461,5.3731139]}",Coiffeurs(ses),Angelho Coiffure
"{""type"":""Point"",""coordinates"":[-4.0088068,5.3745706]}",Accessoires de beaute,Vente De Meches
"{""type"":""Point"",""coordinates"":[-4.0083894,5.3732778]}",Accessoires de beaute,Boutique De Beaute
"{""type"":""Point"",""coordinates"":[-4.0074677,5.3729276]}",Accessoires de beaute,Lili Design
"{""type"":""Point"",""coordinates"":[-4.0681721,5.347763]}",Accessoires de beaute,Salon De Coiffure Dame Et Vente De Meche
"{""type"":""Point"",""coordinates"":[-4.0094492,5.3735365]}",Coiffeurs(ses),Coiffure La Legende Continue
"{""type"":""Point"",""coordinates"":[-4.009077,5.3723849]}",Coiffeurs(ses),Chocolatier Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0071388,5.3730612]}",Coiffeurs(ses),Betel Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0084879,5.3725231]}",Accessoires de beaute,Institut De Beaute
"{""type"":""Point"",""coordinates"":[-4.0837232,5.3369042]}",Accessoires de beaute,Kpata Coiffure Mixte
"{""type"":""Point"",""coordinates"":[-4.0928189,5.3812306]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0928585,5.3810764]}",Accessoires de beaute,Divine Grace Coiffure
"{""type"":""Point"",""coordinates"":[-4.0930858,5.3808834]}",Coiffeurs(ses),Salon De Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0984972,5.3830191]}",Coiffeurs(ses),Revelation Coiffure
"{""type"":""Point"",""coordinates"":[-4.0978615,5.3826866]}",Coiffeurs(ses),Coiffure L'Eternel
"{""type"":""Point"",""coordinates"":[-4.097207,5.3835131]}",Coiffeurs(ses),Salon De Coifure Dame
"{""type"":""Point"",""coordinates"":[-4.0970112,5.3833482]}",Accessoires de beaute,Salon Pedicure Manicure
"{""type"":""Point"",""coordinates"":[-4.0986132,5.3823154]}",Accessoires de beaute,Salon De Pedicure Et Manicure
"{""type"":""Point"",""coordinates"":[-4.0998591,5.3830658]}",Accessoires de beaute,Chicky Coiffure
"{""type"":""Point"",""coordinates"":[-4.099792,5.3830104]}",Accessoires de beaute,Salon De Coiffure Dame Et Ventes D'Articles
"{""type"":""Point"",""coordinates"":[-4.1000408,5.3831646]}",Accessoires de beaute,Salon De Coiffure Dame Rhia Fashion
"{""type"":""Point"",""coordinates"":[-4.1014972,5.3845639]}",Accessoires de beaute,Salon De Coiffure Dame Et Homme (Emmanuel Coiffure)
"{""type"":""Point"",""coordinates"":[-4.0984596,5.3819322]}",Accessoires de beaute,Grace Emmanuel Coiffure
"{""type"":""Point"",""coordinates"":[-4.0988056,5.380818]}",Accessoires de beaute,Isaac Coiffure
"{""type"":""Point"",""coordinates"":[-4.0990061,5.3810096]}",Accessoires de beaute,Espace De Beaute
"{""type"":""Point"",""coordinates"":[-4.0997645,5.3809589]}",Accessoires de beaute,Boutique D'Esthetique
"{""type"":""Point"",""coordinates"":[-4.0978441,5.3804635]}",Accessoires de beaute,Forum De Beaute
"{""type"":""Point"",""coordinates"":[-4.0971816,5.3819823]}",Accessoires de beaute,Vero'Salle
"{""type"":""Point"",""coordinates"":[-4.0974565,5.3849204]}",Accessoires de beaute,Becki Line
"{""type"":""Point"",""coordinates"":[-4.0973318,5.3848723]}",Accessoires de beaute,Sourha
"{""type"":""Point"",""coordinates"":[-4.0958324,5.3785302]}",Accessoires de beaute,Festival Des Afros
"{""type"":""Point"",""coordinates"":[-4.0960202,5.378155]}",Coiffeurs(ses),Guyzo Coiffure
"{""type"":""Point"",""coordinates"":[-4.0957385,5.3879112]}",Coiffeurs(ses),Jaff Coiffure
"{""type"":""Point"",""coordinates"":[-4.0927854,5.3815931]}",Accessoires de beaute,Ange Fashion Coiffure
"{""type"":""Point"",""coordinates"":[-4.0947931,5.3826733]}",Accessoires de beaute,Yak Beaute
"{""type"":""Point"",""coordinates"":[-4.0938637,5.3842475]}",Accessoires de beaute,Hortense Coiffure
"{""type"":""Point"",""coordinates"":[-4.0939079,5.3841674]}",Accessoires de beaute,Kara Bail Beaute
"{""type"":""Point"",""coordinates"":[-4.0963689,5.3848323]}",Accessoires de beaute,Eden Coiffure
"{""type"":""Point"",""coordinates"":[-4.0751737,5.3728181]}",Accessoires de beaute,Salon De Beaute
"{""type"":""Point"",""coordinates"":[-4.0722518,5.3690114]}",Accessoires de beaute,Coiffure
"{""type"":""Point"",""coordinates"":[-4.0725589,5.3681756]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0739322,5.3657942]}",Accessoires de beaute,Intitut De Beaute Benit
"{""type"":""Point"",""coordinates"":[-4.0755965,5.3665668]}",Coiffeurs(ses),Coiffure Mano
"{""type"":""Point"",""coordinates"":[-4.0787454,5.3684587]}",Accessoires de beaute,Salon De Coiffure Ananiel
"{""type"":""Point"",""coordinates"":[-4.0806538,5.3666214]}",Accessoires de beaute,Gloire Coiffure
"{""type"":""Point"",""coordinates"":[-4.0800342,5.3663917]}",Accessoires de beaute,Intitut De Beaute
"{""type"":""Point"",""coordinates"":[-4.0034605,5.3761929]}",Coiffeurs(ses),Coiffure Royale
"{""type"":""Point"",""coordinates"":[-4.0028315,5.3735692]}",Accessoires de beaute,Douhpll Coiffure
"{""type"":""Point"",""coordinates"":[-4.0033733,5.3745185]}",Coiffeurs(ses),Pharaon Coiffure
"{""type"":""Point"",""coordinates"":[-4.0055366,5.3774183]}",Coiffeurs(ses),Coiffure Homme
"{""type"":""Point"",""coordinates"":[-4.0081585,5.3746397]}",Accessoires de beaute,Grace Divine Coiffure
"{""type"":""Point"",""coordinates"":[-4.0055211,5.374692]}",Accessoires de beaute,Leaticia Beaute
"{""type"":""Point"",""coordinates"":[-4.0751945,5.34223]}",Accessoires de beaute,Salon De Beaute
"{""type"":""Point"",""coordinates"":[-4.0759281,5.3422237]}",Accessoires de beaute,Institut Prech Salon De Beaute
"{""type"":""Point"",""coordinates"":[-4.0793509,5.3421389]}",Accessoires de beaute,Esthetique
"{""type"":""Point"",""coordinates"":[-4.0792885,5.341114]}",Accessoires de beaute,Institut De Beaute Magnes
"{""type"":""Point"",""coordinates"":[-4.0792986,5.3409578]}",Accessoires de beaute,Chic Dame
